SeniorCitizen,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Total_Services,Is_Solo,Is_Auto_Pay,Short_Contract,Charge_Spike
1,34,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,96.35,3190.25,0,3,1,0,1,2.521877297726519
0,35,DSL,No,No,No,No,No,No,No,Electronic check,24.15,812.5,0,0,1,0,1,0.9363775320705088
0,61,No,No,No,No,No,No,No,No,Credit card (automatic),19.1,1143.8,0,0,0,1,0,0.3494877133161758
0,1,DSL,No,No,No,No,No,No,No,Electronic check,44.0,44.0,0,0,1,0,1,0.043956043956036694
0,1,DSL,No,No,No,No,No,No,Yes,Mailed check,50.1,50.1,1,0,1,0,1,0.050049950049945835
0,53,DSL,No,No,Yes,No,No,Yes,No,Credit card (automatic),60.6,3297.0,0,2,0,1,0,-1.606373464651611
0,72,No,No,No,No,No,No,No,No,Bank transfer (automatic),25.65,1887.0,0,0,0,1,0,-0.5579693337592531
0,2,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,76.4,151.8,1,1,0,0,1,0.537931034482753
0,3,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,98.7,293.65,1,4,1,0,1,0.8492835721426246
1,13,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,100.8,1308.1,1,3,1,0,1,0.18466271825244007
1,41,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,53.95,2215.4,0,4,0,0,1,-0.08282846759835394
0,24,No,No,No,No,No,No,No,No,Credit card (automatic),20.4,482.8,0,0,0,1,0,0.28417149285446186
0,28,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),90.1,2598.95,1,2,0,1,0,-2.7163279882861247
0,8,DSL,Yes,No,No,No,No,No,No,Mailed check,29.35,216.45,0,1,1,0,1,2.2971316085489306
0,1,No,No,No,No,No,No,No,Yes,Mailed check,20.45,20.45,0,0,1,0,1,0.020429570429566724
0,54,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),95.1,5064.85,0,3,1,1,0,1.3082183663265283
0,41,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),25.25,996.45,0,0,1,1,1,0.9469342211165568
0,19,DSL,No,No,No,No,No,No,No,Mailed check,44.9,839.65,0,0,0,0,1,0.7102205147097536
0,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),92.65,6733.0,0,6,0,1,0,-0.8625901029152203
0,62,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),43.7,2618.3,0,4,1,1,0,1.4700359671618202
1,56,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),72.6,4084.35,0,4,0,1,0,-0.3335190443027898
0,15,DSL,No,No,No,No,No,No,No,Electronic check,51.55,765.5,1,0,1,0,1,0.5200686620891872
1,10,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.25,793.55,1,1,1,0,1,-0.0970652934706493
0,32,No,No,No,No,No,No,No,No,Mailed check,18.95,613.95,0,0,0,0,0,-0.2353379581888113
0,21,No,No,No,No,No,No,No,No,Credit card (automatic),20.5,402.85,0,0,1,1,1,1.3175801152326088
0,62,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.95,1244.8,0,0,0,1,0,-0.12709553071724855
0,2,DSL,No,No,No,No,No,No,No,Electronic check,24.5,46.4,0,0,1,0,1,1.3115942028985508
0,27,No,No,No,No,No,No,No,No,Mailed check,20.6,581.85,0,0,0,0,0,-0.9492018814117991
0,5,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),94.85,462.8,1,2,1,1,1,2.3085082983403282
0,25,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,61.05,1540.2,0,5,1,0,0,-0.5555357785688599
0,2,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.7,169.8,1,1,1,0,1,0.8424287856071828
0,49,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),106.65,5168.1,0,4,1,1,0,1.1807238627783079
0,63,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),108.25,6780.1,0,5,1,1,1,0.6310733162965505
0,4,No,No,No,No,No,No,No,No,Credit card (automatic),20.4,94.5,0,0,0,1,1,-3.2190952261934527
0,1,DSL,No,No,No,No,Yes,No,Yes,Mailed check,55.3,55.3,0,1,0,0,1,0.055244755244750365
0,11,No,No,No,No,No,No,No,No,Mailed check,20.25,208.0,0,0,1,0,1,1.3426279429142802
1,52,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),72.95,3829.75,0,0,1,1,1,-0.6976221611122924
1,60,Fiber optic,No,Yes,No,No,No,Yes,No,Electronic check,89.45,5294.6,0,2,0,0,1,1.2081373643772508
0,64,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),104.65,6889.8,0,4,1,1,0,-3.0014429462039516
0,43,DSL,Yes,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),75.2,3254.35,0,4,0,1,0,-0.4807981209739296
0,61,Fiber optic,No,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),101.15,6383.9,0,3,0,1,0,-3.502382747823802
0,1,DSL,No,No,No,No,No,No,No,Mailed check,44.4,44.4,1,0,1,0,1,0.04435564435564032
1,5,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.5,477.7,1,2,1,0,1,-6.020895820835818
0,66,DSL,Yes,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),68.75,4447.55,0,4,1,1,0,1.3638997893971379
0,67,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.05,7321.05,0,6,0,0,0,1.782227877195865
0,42,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),99.0,4135.0,0,4,0,1,0,0.5499630961167554
1,1,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.05,86.05,1,1,0,0,1,0.08596403596402524
0,31,No,No,No,No,No,No,No,No,Mailed check,21.0,697.7,0,0,0,0,0,-1.505725621754138
0,7,No,No,No,No,No,No,No,Yes,Mailed check,19.4,168.65,0,0,1,0,1,-4.68941579774318
0,4,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,44.55,174.3,1,2,1,0,1,0.9858910272431842
0,34,DSL,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),77.2,2753.8,0,3,0,1,0,-3.7917355371900925
0,3,No,No,No,No,No,No,No,Yes,Mailed check,19.45,69.25,0,0,1,0,0,-3.6256414528490524
0,19,DSL,No,No,No,No,No,No,Yes,Mailed check,24.85,434.8,0,0,0,0,1,1.9669938424293498
0,31,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),35.4,1077.5,1,2,0,1,1,0.6430566755911116
0,1,Fiber optic,No,No,No,No,Yes,Yes,No,Mailed check,95.65,95.65,1,2,1,0,1,0.09555444555444126
0,3,DSL,Yes,No,Yes,Yes,No,No,No,Mailed check,41.35,107.25,0,3,1,0,1,5.611912695768076
0,46,No,No,No,No,No,No,No,No,Electronic check,19.6,851.2,0,0,0,0,1,1.0960544335992708
0,1,No,No,No,No,No,No,No,No,Mailed check,20.95,20.95,1,0,1,0,1,0.020929070929067706
0,69,Fiber optic,Yes,No,Yes,No,No,No,No,Bank transfer (automatic),84.45,5848.6,0,2,0,1,0,-0.31109041897943257
0,5,No,No,No,No,No,No,No,No,Mailed check,20.25,109.8,0,0,1,0,1,-1.7056088782243535
0,1,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.65,19.65,0,0,1,1,1,0.019630369630366573
0,26,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.65,595.5,0,0,1,1,0,-2.2529652705665164
1,10,DSL,No,No,No,No,No,Yes,Yes,Electronic check,34.7,329.8,1,1,1,0,1,1.7232976702329736
0,25,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),99.3,2513.5,0,4,1,1,0,-1.2359785608575606
0,64,Fiber optic,Yes,Yes,No,No,No,No,No,Electronic check,81.05,5135.35,0,2,0,0,1,0.8114099779690918
0,30,DSL,Yes,Yes,Yes,Yes,No,No,No,Electronic check,67.6,2000.2,0,4,0,0,1,0.9288890370320928
0,13,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.15,931.75,0,0,1,0,1,-1.5175640335358764
0,64,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,115.0,7396.15,0,6,0,0,0,-0.5630380775300239
0,46,Fiber optic,No,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),84.8,3958.85,0,2,0,1,1,-1.2600856503119502
0,12,No,No,No,No,No,No,No,No,Mailed check,19.7,260.9,0,0,1,0,0,-2.0398550120823273
0,15,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.75,297.3,1,0,1,1,1,-0.06867875474968343
0,17,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,92.55,1515.1,1,2,0,0,1,3.431712840421156
0,13,DSL,Yes,No,Yes,No,No,Yes,Yes,Mailed check,63.15,816.8,0,3,0,0,1,0.32406353357433915
0,67,DSL,Yes,Yes,No,Yes,Yes,No,No,Credit card (automatic),74.0,4868.4,0,4,0,1,0,1.3383979343591932
0,24,DSL,No,No,Yes,No,No,No,No,Electronic check,29.1,688.0,0,1,0,0,1,0.43452772801133577
0,6,DSL,No,No,No,Yes,No,No,No,Mailed check,50.05,288.35,0,1,1,0,1,1.9996750541576347
1,53,DSL,Yes,No,No,Yes,No,No,Yes,Electronic check,60.05,3229.65,1,2,0,0,0,-0.8856427237221993
1,16,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),74.3,1178.25,1,1,0,1,1,0.6639772514217839
0,10,No,No,No,No,No,No,No,No,Electronic check,20.0,185.4,0,0,1,0,1,1.4618538146185358
0,13,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,74.65,966.25,0,1,1,0,0,0.32879393892777387
0,9,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.35,758.6,1,1,1,0,1,1.070475502721905
0,25,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Mailed check,74.3,1863.8,1,5,1,0,0,-0.24901803927842536
1,7,DSL,No,Yes,No,Yes,No,Yes,Yes,Electronic check,44.4,265.8,0,3,1,0,1,6.4339951435509235
0,38,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),85.4,3297.0,0,5,0,1,0,-1.3608747138233213
0,43,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,94.1,4107.3,0,3,0,0,1,-1.4163833399223478
0,4,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),98.1,396.3,1,4,0,1,1,-0.9502374406398388
0,25,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,108.9,2809.05,0,5,1,0,0,-3.4575056997719997
0,27,DSL,Yes,Yes,No,No,No,No,No,Mailed check,56.2,1567.55,0,2,0,0,0,-1.8552572126958182
0,72,No,No,No,No,No,No,No,No,Mailed check,26.1,1851.45,0,0,0,0,0,0.38577380869710254
0,71,Fiber optic,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),85.45,6028.95,0,2,0,1,0,0.5364072337009418
0,24,Fiber optic,No,No,Yes,No,Yes,No,Yes,Credit card (automatic),88.95,2072.75,0,2,1,1,1,2.589015041039957
0,50,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,109.65,5551.15,1,5,1,0,0,-1.3707795844083108
0,57,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),74.35,4317.35,0,4,1,1,0,-1.3916536551990504
0,15,DSL,No,Yes,No,No,No,No,No,Electronic check,48.85,736.8,0,1,1,0,1,-0.2667255516298894
0,4,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,80.1,336.15,0,1,1,0,1,-3.9164958760309787
0,28,DSL,Yes,Yes,No,No,No,No,No,Electronic check,56.05,1522.65,0,2,1,0,1,1.6715849433948762
1,9,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.55,622.9,1,0,1,0,1,5.346578157982435
0,55,Fiber optic,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),89.8,4959.6,0,2,0,1,1,-0.372905947164611
0,3,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.95,329.95,1,3,1,0,1,-8.99668443852049
0,10,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.9,1048.85,1,3,1,0,1,-9.97451254874511
0,55,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.1,1001.5,0,0,0,1,0,0.8912401592698309
0,20,No,No,No,No,No,No,No,No,Mailed check,20.35,442.6,0,0,0,0,1,-1.778893555322231
0,62,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),106.05,6703.5,0,4,0,1,0,-2.069223883485762
1,32,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,104.9,3351.55,1,4,0,0,1,0.16733539576887324
0,43,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.65,779.25,0,0,1,1,0,1.528328410967184
0,9,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),24.1,259.8,1,0,0,1,0,-4.7634596155982685
0,60,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),59.85,3483.45,0,3,0,1,0,1.7934676088731862
0,58,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,86.1,4890.5,0,5,0,0,0,1.782488232961498
0,7,No,No,No,No,No,No,No,No,Mailed check,19.45,136.75,0,0,0,0,0,-0.08292386801885598
0,2,Fiber optic,Yes,No,No,No,Yes,Yes,No,Electronic check,97.1,184.15,0,3,0,0,1,5.071014492753605
1,37,DSL,No,Yes,Yes,No,No,No,No,Electronic check,36.65,1315.0,0,2,1,0,1,1.1104199886489496
1,65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),103.9,6767.1,0,4,0,1,0,-0.20762911339824086
0,39,No,No,No,No,No,No,No,No,Mailed check,19.75,757.95,0,0,0,0,0,0.3158829260788174
0,66,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.05,6890.0,1,4,0,0,0,-0.3423576915501201
0,68,No,No,No,No,No,No,No,No,Mailed check,24.55,1657.4,0,0,1,0,0,0.17682901722033506
0,62,DSL,Yes,Yes,No,Yes,Yes,No,No,Bank transfer (automatic),48.7,3008.55,0,4,0,1,0,0.17578264866695292
0,3,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Mailed check,88.35,262.05,1,3,1,0,1,1.0291069643452033
0,72,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,109.55,8165.1,0,5,0,0,0,-3.852591630671796
0,41,No,No,No,No,No,No,No,No,Credit card (automatic),20.65,875.55,0,0,0,1,0,-0.7043572107997385
0,29,Fiber optic,Yes,No,No,No,Yes,Yes,No,Credit card (automatic),94.65,2649.15,1,3,0,1,1,3.3031498913830575
0,4,DSL,Yes,Yes,No,No,No,No,No,Electronic check,55.2,220.65,0,2,1,0,1,0.05128717820545603
0,53,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.05,1301.9,0,0,1,1,0,-0.5136874775947646
1,1,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.4,74.4,1,0,0,0,1,0.07432567432566373
0,41,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),79.9,3326.2,1,5,0,1,1,-1.224850613399667
0,39,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),20.45,790.0,0,0,0,1,0,0.19410912540703862
0,63,No,No,No,No,No,No,No,No,Mailed check,19.25,1237.65,0,0,0,0,0,-0.39492627101157396
0,15,No,No,No,No,No,No,No,Yes,Electronic check,26.35,378.6,0,0,1,0,1,1.1116825544963653
0,13,DSL,No,No,No,No,No,No,No,Electronic check,43.8,592.65,0,0,0,0,0,-1.7849550034612776
0,1,DSL,No,Yes,No,No,No,No,Yes,Mailed check,50.15,50.15,0,1,1,0,1,0.05009990009989451
0,1,No,No,No,No,No,No,No,No,Mailed check,20.45,20.45,0,0,1,0,0,0.020429570429566724
1,8,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.7,560.85,1,0,1,0,1,-0.3974878140232505
0,60,DSL,Yes,Yes,Yes,No,No,No,No,Electronic check,61.4,3638.25,0,3,1,0,0,0.7635106081565297
1,12,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,98.1,1060.2,1,3,0,0,1,9.757361886509443
0,40,DSL,No,Yes,No,Yes,Yes,No,No,Credit card (automatic),70.75,2921.75,0,3,0,1,0,-2.291923951901211
0,66,DSL,Yes,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),61.15,4017.45,0,3,1,1,0,0.280467720186067
0,42,No,No,No,No,No,No,No,No,Mailed check,20.25,854.9,0,0,0,0,0,-0.10427727911240225
1,66,DSL,Yes,Yes,No,Yes,No,No,Yes,Credit card (automatic),63.85,4174.35,0,3,1,1,0,0.6032310116513386
0,49,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,98.7,4920.55,0,3,1,0,1,-1.7173384216648628
0,1,No,No,No,No,No,No,No,No,Mailed check,20.5,20.5,1,0,1,0,1,0.020479520479518953
0,41,No,No,No,No,No,No,No,No,Mailed check,20.0,810.3,0,0,1,0,0,0.23706738860027698
0,41,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.3,772.4,0,0,0,1,0,0.4614350869490984
0,23,Fiber optic,Yes,Yes,No,Yes,No,No,No,Mailed check,84.4,1936.85,0,3,0,0,1,0.19279161775575915
0,3,DSL,No,No,No,No,No,No,No,Electronic check,25.1,79.8,0,0,1,0,1,-1.4911362879040304
0,4,DSL,Yes,No,Yes,Yes,No,Yes,No,Mailed check,48.25,202.25,0,4,1,0,1,-2.2998625343664045
0,52,No,No,No,No,No,No,No,No,Mailed check,19.85,1070.5,0,0,0,0,0,-0.7361425741812653
1,4,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,99.6,347.65,1,3,0,0,1,12.709222694326428
0,11,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Electronic check,94.2,999.9,0,4,1,0,1,3.3082628851922493
0,2,DSL,Yes,No,No,No,No,Yes,Yes,Mailed check,62.15,113.1,0,2,0,0,1,5.628260869565217
0,26,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer (automatic),79.3,2015.8,0,1,0,1,1,1.7722126072074218
0,24,DSL,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),56.25,1454.25,0,2,0,1,0,-4.341225365609766
0,12,No,No,No,No,No,No,No,No,Mailed check,20.3,246.7,0,0,1,0,1,-0.25662028164319395
1,60,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,99.0,6017.9,0,3,0,0,1,-1.29666172230462
0,64,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,90.6,5817.45,0,6,0,0,0,-0.2962359963125607
0,66,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),85.9,5595.3,0,6,0,1,0,1.124011757397625
0,60,Fiber optic,No,No,Yes,No,No,No,Yes,Bank transfer (automatic),79.2,4765.0,0,1,1,1,0,-0.21534307761537264
0,17,DSL,Yes,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),70.35,1201.65,0,3,0,1,0,-0.3311364037409561
0,42,No,No,No,No,No,No,No,No,Mailed check,19.35,867.3,0,0,0,0,0,-1.2995083450394027
0,1,DSL,No,No,No,No,No,No,Yes,Electronic check,50.15,50.15,0,0,1,0,1,0.05009990009989451
0,47,DSL,No,Yes,No,Yes,No,Yes,No,Bank transfer (automatic),63.8,3007.25,0,3,0,1,0,-0.18268121954852745
0,10,No,No,No,No,No,No,No,Yes,Mailed check,20.55,252.75,0,0,0,0,1,-4.722472752724727
1,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),88.55,6306.5,0,6,0,1,0,-1.5415701204268544
1,67,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),101.4,6841.05,0,3,1,1,1,-0.703699944776929
0,1,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,81.95,81.95,1,1,1,0,1,0.08186813186812003
0,7,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.35,451.1,1,0,0,0,1,4.916347664619337
0,1,DSL,No,No,No,No,No,No,No,Mailed check,44.6,44.6,0,0,1,0,1,0.044555444555442136
0,4,DSL,No,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),63.75,226.2,0,3,1,1,1,7.214133966508378
0,66,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),109.25,7082.5,0,5,0,1,0,1.9410198330328399
0,12,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,84.6,1017.35,0,2,1,0,1,-0.17210232480627496
0,24,No,No,No,No,No,No,No,No,Credit card (automatic),20.45,527.35,0,0,1,1,0,-1.5220011666180575
0,26,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,85.75,2146.5,0,2,1,0,1,3.195482866043619
0,6,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.1,455.3,1,2,1,0,1,15.229311781369773
0,57,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Electronic check,107.95,5969.85,0,4,0,0,0,3.2176268837388733
0,14,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.1,1235.55,1,1,0,0,1,-2.147268052281987
0,42,No,No,No,No,No,No,No,No,Electronic check,22.95,1014.25,0,0,0,0,0,-1.1982345658436735
0,25,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),94.7,2362.1,1,2,1,1,1,0.21977920883165325
0,64,No,No,No,No,No,No,No,No,Credit card (automatic),19.45,1225.65,0,0,0,1,0,0.2995179762816207
0,22,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.1,1873.7,1,1,0,0,1,-0.0643107131494105
0,19,No,No,No,No,No,No,No,Yes,Credit card (automatic),19.7,386.5,0,0,1,1,0,-0.6410346823851363
0,61,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.15,6010.05,1,3,0,0,1,0.6262053081097037
0,22,Fiber optic,No,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),87.0,1850.65,0,2,0,1,1,2.8833689377755576
1,70,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,102.95,7101.5,1,4,0,0,1,1.501449265010507
0,12,Fiber optic,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),79.95,1043.4,0,1,1,1,1,-6.992754770435809
0,31,DSL,Yes,No,No,Yes,No,Yes,Yes,Electronic check,64.0,1910.75,0,3,0,0,0,2.3648914551143534
0,11,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,64.9,716.1,0,2,1,0,1,-0.19408235614943692
0,68,No,No,No,No,No,No,No,No,Mailed check,25.75,1686.15,0,0,0,0,0,0.9540411170423972
1,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),90.15,6716.45,0,6,0,1,0,-3.1327321842751985
1,67,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),116.1,7839.85,0,6,1,1,0,-0.910940135221864
0,60,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.95,6236.75,0,5,1,1,1,1.0058990683488531
0,1,DSL,No,No,No,No,No,No,Yes,Mailed check,45.05,45.05,1,0,1,0,1,0.045004995004987336
1,1,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,71.0,71.0,1,0,0,0,1,0.07092907092906842
0,58,DSL,Yes,Yes,Yes,No,Yes,No,No,Mailed check,50.0,2919.85,0,4,0,0,0,-0.34137342459612796
1,47,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),70.55,3309.25,1,0,0,1,1,0.14192357609411488
0,1,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.7,79.7,1,1,1,0,1,0.07962037962036561
0,1,No,No,No,No,No,No,No,No,Mailed check,20.45,20.45,0,0,1,0,1,0.020429570429566724
0,22,DSL,Yes,Yes,No,No,No,No,No,Electronic check,59.0,1254.7,1,2,1,0,1,1.970774055724739
0,48,DSL,Yes,No,Yes,Yes,No,No,Yes,Credit card (automatic),60.35,2896.4,1,3,1,1,0,0.009590425199469621
0,37,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.85,717.5,0,0,0,1,0,0.4586321991297524
0,13,No,No,No,No,No,No,No,Yes,Electronic check,19.95,253.8,0,0,1,0,0,0.4284247365587248
0,43,No,No,No,No,No,No,No,No,Bank transfer (automatic),26.45,1110.05,0,0,1,1,0,0.635484058510265
0,6,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,63.4,348.8,0,6,1,0,0,5.27635394100983
0,71,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),53.95,3888.65,0,5,1,1,0,-0.8189469162406127
1,1,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.25,69.25,1,0,0,0,1,0.06918081918081498
0,72,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,95.1,6843.15,0,3,0,0,0,0.05757003374954195
1,6,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,74.1,450.9,0,1,1,0,1,-1.0374770871521406
0,12,DSL,No,Yes,No,Yes,No,No,No,Mailed check,35.5,432.25,0,2,0,0,1,-0.5178318473460592
0,25,Fiber optic,No,No,No,No,No,No,No,Mailed check,70.95,1767.35,1,0,1,0,1,0.25882764689413307
0,21,Fiber optic,No,No,Yes,Yes,No,No,No,Electronic check,79.2,1742.45,0,2,0,0,0,-3.769858578162939
0,6,DSL,No,No,No,Yes,No,No,Yes,Mailed check,48.8,297.35,0,1,0,0,1,-0.7500749875020887
0,20,Fiber optic,No,No,No,No,Yes,Yes,Yes,Mailed check,89.0,1820.45,1,2,0,0,1,-2.0179491025448755
0,18,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,99.4,1742.95,1,3,0,0,1,2.574823620909953
0,43,DSL,No,Yes,No,Yes,No,No,No,Electronic check,55.45,2444.25,0,2,1,0,0,-1.3917013557824234
0,35,No,No,No,No,No,No,No,Yes,Credit card (automatic),25.4,949.8,0,0,0,1,0,-1.736367532356219
0,1,Fiber optic,No,No,Yes,No,No,No,No,Bank transfer (automatic),73.5,73.5,1,1,1,1,1,0.07342657342655912
1,32,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,93.5,2970.8,0,3,0,0,1,0.6654010812162028
0,52,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),63.9,3334.95,0,6,1,1,0,-0.23242053037441934
0,32,DSL,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),64.85,2010.95,0,2,1,1,0,2.0097762569919553
0,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),63.8,4684.3,0,6,0,1,0,-1.2588186275190623
0,51,DSL,Yes,No,No,Yes,No,Yes,Yes,Credit card (automatic),44.45,2181.55,0,3,1,1,1,1.675348522577984
0,68,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.95,1303.25,0,0,0,1,0,0.7848406641078824
